LST_2024Ex,LST_2014Ex,LST_2005Ex,NDVI_2024Ex,NDVI_2014Ex,NDVI_2004Ex,UI_2024Ex,UI_2014Ex,UI_2004Ex,Normalised_PD_2024,Normalised_PD_2014,Normalised_PD_2004,Normalised_Nonbuiltup_road_2024,Distance_to_Nonbuiltup_CBD
41.023,40.457,41.191,0.430,0.420,0.376,0.358,0.358,-0.094,0.115,0.089,0.058,0.387,0.653
44.217,41.362,43.573,0.200,0.235,0.237,0.292,0.296,-0.027,0.115,0.089,0.058,0.353,0.619
42.736,41.883,43.573,0.267,0.308,0.287,0.308,0.326,-0.035,0.148,0.145,0.059,0.316,0.591
42.748,41.946,42.438,0.232,0.247,0.345,0.280,0.310,-0.067,0.148,0.145,0.059,0.280,0.558
39.723,40.234,42.765,0.371,0.384,0.349,0.330,0.345,-0.066,0.109,0.085,0.100,0.244,0.524
40.594,40.667,42.021,0.248,0.315,0.272,0.279,0.312,-0.045,0.109,0.085,0.100,0.210,0.492
40.409,40.289,42.750,0.327,0.448,0.361,0.314,0.371,-0.079,0.124,0.092,0.148,0.174,0.465
41.398,41.094,43.907,0.299,0.414,0.302,0.291,0.366,-0.042,0.125,0.093,0.148,0.136,0.434
39.560,41.809,43.966,0.442,0.277,0.241,0.361,0.322,-0.024,0.182,0.155,0.228,0.114,0.403
40.165,40.621,42.407,0.219,0.262,0.289,0.222,0.271,-0.054,0.182,0.155,0.229,0.090,0.378
39.453,39.040,38.970,0.156,0.178,0.207,0.179,0.184,-0.026,0.304,0.306,0.322,0.067,0.349
39.951,40.625,40.464,0.301,0.295,0.297,0.291,0.284,-0.061,0.306,0.307,0.323,0.037,0.322
39.961,39.673,39.721,0.290,0.323,0.336,0.278,0.291,-0.060,0.413,0.385,0.325,0.002,0.300
40.987,40.789,40.878,0.225,0.218,0.319,0.233,0.243,-0.081,0.413,0.385,0.325,0.054,0.273
40.444,41.265,41.646,0.183,0.205,0.164,0.177,0.215,-0.027,0.627,0.599,0.616,0.064,0.250
41.575,41.994,42.435,0.137,0.164,0.228,0.157,0.176,-0.044,0.627,0.600,0.616,0.064,0.232
39.741,40.339,41.656,0.294,0.275,0.316,0.273,0.269,-0.052,0.577,0.581,0.615,0.054,0.213
39.833,41.092,42.031,0.357,0.351,0.218,0.290,0.301,-0.041,0.577,0.582,0.616,0.036,0.196
41.267,41.939,42.821,0.189,0.183,0.200,0.172,0.194,-0.035,0.739,0.759,0.867,0.010,0.186
40.955,41.237,43.949,0.288,0.335,0.205,0.289,0.300,-0.026,0.615,0.635,0.717,0.005,0.177
40.982,41.749,42.835,0.133,0.114,0.154,0.154,0.144,-0.029,0.615,0.635,0.717,0.013,0.170
40.285,40.325,42.412,0.237,0.222,0.255,0.228,0.216,-0.056,0.642,0.650,0.719,0.054,0.169
40.111,40.168,41.653,0.231,0.276,0.257,0.204,0.244,-0.063,0.642,0.650,0.719,0.098,0.170
39.861,39.413,40.467,0.217,0.196,0.343,0.206,0.207,-0.074,0.587,0.548,0.501,0.123,0.177
39.861,39.057,40.059,0.375,0.384,0.370,0.335,0.321,-0.099,0.586,0.547,0.501,0.145,0.184
40.508,40.697,42.012,0.263,0.262,0.262,0.231,0.246,-0.053,0.404,0.373,0.420,0.168,0.199
40.908,41.040,41.639,0.209,0.236,0.383,0.252,0.273,-0.090,0.403,0.373,0.420,0.193,0.215
40.510,41.457,43.553,0.194,0.206,0.262,0.212,0.221,-0.056,0.266,0.262,0.226,0.216,0.234
39.407,38.772,43.557,0.310,0.438,0.232,0.320,0.367,-0.027,0.266,0.261,0.226,0.238,0.251
38.980,37.429,39.287,0.429,0.434,0.379,0.340,0.370,-0.091,0.203,0.170,0.161,0.263,0.274
36.905,37.095,37.352,0.374,0.401,0.331,0.214,0.261,-0.072,0.203,0.169,0.161,0.286,0.300
40.354,38.354,37.292,0.338,0.427,0.405,0.322,0.355,-0.103,0.152,0.096,0.107,0.310,0.322
39.772,39.693,40.500,0.366,0.353,0.398,0.327,0.343,-0.095,0.152,0.095,0.107,0.347,0.350
41.439,40.532,40.873,0.328,0.216,0.429,0.337,0.282,-0.125,0.139,0.082,0.099,0.383,0.379
41.789,40.209,35.301,0.354,0.321,0.413,0.339,0.334,-0.115,0.139,0.082,0.098,0.418,0.404
41.455,39.553,38.076,0.412,0.361,0.314,0.340,0.340,-0.070,0.126,0.081,0.082,0.454,0.436
41.674,40.117,41.274,0.284,0.245,0.305,0.298,0.282,-0.049,0.126,0.081,0.082,0.491,0.467
41.857,38.811,39.711,0.304,0.314,0.268,0.327,0.325,-0.032,0.103,0.064,0.063,0.533,0.499
43.195,39.040,42.052,0.265,0.274,0.330,0.314,0.302,-0.067,0.094,0.060,0.061,0.578,0.527
41.713,38.619,42.387,0.336,0.423,0.335,0.301,0.341,-0.075,0.040,0.037,0.040,0.550,0.826
42.626,40.010,44.323,0.185,0.175,0.171,0.265,0.268,0.003,0.040,0.037,0.040,0.502,0.798
41.429,39.068,44.335,0.290,0.313,0.265,0.303,0.301,-0.033,0.070,0.060,0.046,0.455,0.763
43.695,41.402,43.971,0.208,0.188,0.201,0.296,0.265,0.010,0.048,0.036,0.034,0.412,0.729
41.033,39.278,41.633,0.357,0.303,0.242,0.335,0.312,-0.033,0.047,0.036,0.034,0.368,0.701
42.666,41.037,43.552,0.248,0.307,0.202,0.300,0.301,-0.020,0.041,0.027,0.036,0.331,0.667
41.222,40.471,43.959,0.305,0.227,0.187,0.309,0.280,-0.007,0.041,0.027,0.036,0.297,0.633
41.548,39.925,42.802,0.369,0.496,0.259,0.347,0.409,-0.031,0.069,0.056,0.063,0.260,0.605
45.069,42.474,43.572,0.196,0.199,0.220,0.293,0.281,-0.015,0.069,0.056,0.063,0.224,0.573
41.773,41.334,43.544,0.339,0.351,0.338,0.298,0.345,-0.083,0.157,0.108,0.129,0.188,0.540
41.318,42.617,43.582,0.249,0.174,0.214,0.291,0.265,-0.015,0.157,0.108,0.130,0.154,0.509
40.873,41.610,43.920,0.345,0.247,0.195,0.332,0.289,-0.006,0.251,0.208,0.241,0.118,0.483
40.564,40.815,43.570,0.225,0.274,0.248,0.205,0.258,-0.042,0.252,0.208,0.241,0.081,0.452
40.210,40.850,43.571,0.293,0.259,0.282,0.294,0.276,-0.050,0.441,0.375,0.399,0.053,0.422
40.355,40.807,41.246,0.229,0.303,0.310,0.204,0.274,-0.060,0.442,0.376,0.400,0.030,0.398
40.645,41.206,40.905,0.204,0.203,0.172,0.221,0.214,-0.039,0.639,0.556,0.725,0.006,0.371
40.546,40.699,40.893,0.190,0.220,0.313,0.193,0.221,-0.065,0.638,0.556,0.724,0.005,0.344
41.278,41.486,41.291,0.170,0.146,0.157,0.192,0.159,-0.023,0.668,0.619,0.657,0.000,0.322
40.604,41.286,42.009,0.286,0.267,0.321,0.236,0.252,-0.069,0.758,0.716,0.818,0.000,0.276
41.596,42.098,43.219,0.149,0.155,0.132,0.158,0.186,-0.027,0.758,0.717,0.819,0.000,0.258
38.790,40.559,40.853,0.290,0.269,0.284,0.217,0.243,-0.070,0.638,0.606,0.587,0.000,0.241
40.170,40.979,41.288,0.197,0.204,0.274,0.213,0.228,-0.060,0.638,0.606,0.588,0.011,0.226
41.083,41.823,42.045,0.144,0.235,0.211,0.159,0.228,-0.044,0.773,0.775,0.768,0.037,0.216
41.080,42.076,43.199,0.133,0.145,0.168,0.145,0.167,-0.034,0.829,0.852,0.888,0.010,0.208
39.691,40.738,41.629,0.309,0.312,0.234,0.262,0.281,-0.034,0.829,0.852,0.887,0.027,0.202
40.307,40.794,42.399,0.277,0.273,0.311,0.267,0.272,-0.065,0.594,0.588,0.431,0.006,0.201
39.754,40.125,40.854,0.218,0.277,0.373,0.212,0.258,-0.082,0.594,0.587,0.430,0.037,0.202
39.461,39.283,40.864,0.185,0.172,0.250,0.205,0.206,-0.052,0.504,0.430,0.370,0.062,0.208
39.420,38.878,39.714,0.177,0.224,0.221,0.182,0.209,-0.039,0.504,0.429,0.370,0.084,0.214
41.469,41.557,42.426,0.217,0.254,0.196,0.203,0.222,-0.038,0.426,0.380,0.385,0.107,0.227
40.378,40.295,42.829,0.207,0.255,0.241,0.218,0.269,-0.032,0.425,0.380,0.385,0.132,0.243
39.841,41.120,42.812,0.279,0.330,0.372,0.253,0.302,-0.084,0.292,0.273,0.229,0.156,0.261
37.652,38.725,43.566,0.457,0.442,0.219,0.366,0.387,-0.030,0.292,0.273,0.228,0.178,0.277
38.447,37.790,40.818,0.305,0.455,0.375,0.267,0.360,-0.094,0.225,0.194,0.133,0.202,0.299
39.785,39.613,44.681,0.391,0.417,0.245,0.359,0.359,-0.036,0.225,0.194,0.133,0.226,0.322
39.323,38.673,38.102,0.279,0.295,0.344,0.316,0.309,-0.074,0.150,0.104,0.101,0.254,0.344
36.765,36.499,36.866,0.480,0.520,0.413,0.374,0.391,-0.109,0.149,0.104,0.101,0.291,0.371
40.178,39.779,42.015,0.311,0.338,0.302,0.286,0.333,-0.042,0.118,0.079,0.093,0.328,0.399
40.853,40.072,43.550,0.293,0.270,0.268,0.301,0.300,-0.047,0.118,0.079,0.093,0.362,0.423
41.635,39.067,43.945,0.200,0.335,0.295,0.247,0.322,-0.045,0.116,0.075,0.087,0.399,0.453
43.811,39.316,40.473,0.275,0.395,0.409,0.320,0.338,-0.112,0.116,0.074,0.087,0.438,0.484
43.459,39.711,42.036,0.222,0.236,0.335,0.300,0.288,-0.053,0.102,0.066,0.070,0.484,0.516
42.458,38.096,43.569,0.258,0.247,0.287,0.289,0.284,-0.043,0.104,0.066,0.070,0.532,0.542
40.848,41.410,42.417,0.328,0.226,0.248,0.286,0.266,-0.022,0.039,0.037,0.040,0.453,0.810
44.441,42.118,45.466,0.213,0.188,0.305,0.306,0.275,-0.048,0.070,0.060,0.046,0.406,0.776
43.631,40.841,43.561,0.213,0.246,0.206,0.298,0.303,-0.012,0.047,0.036,0.034,0.362,0.743
43.625,41.066,42.826,0.200,0.177,0.172,0.285,0.265,-0.004,0.047,0.036,0.034,0.315,0.715
43.739,42.285,45.851,0.219,0.168,0.150,0.293,0.252,0.012,0.040,0.027,0.036,0.275,0.681
42.906,41.325,44.330,0.232,0.216,0.261,0.298,0.283,-0.035,0.041,0.027,0.036,0.242,0.648
42.064,40.189,41.266,0.279,0.283,0.200,0.295,0.313,-0.019,0.069,0.056,0.063,0.205,0.621
41.203,41.665,42.789,0.275,0.333,0.261,0.283,0.331,-0.050,0.069,0.056,0.063,0.169,0.589
41.092,41.563,44.313,0.346,0.273,0.222,0.327,0.296,-0.022,0.157,0.108,0.129,0.132,0.557
40.824,40.498,44.334,0.372,0.341,0.208,0.334,0.344,-0.024,0.157,0.108,0.130,0.099,0.526
39.806,42.050,45.437,0.350,0.302,0.252,0.302,0.282,-0.045,0.252,0.208,0.241,0.062,0.501
42.305,42.814,43.956,0.130,0.192,0.244,0.147,0.212,-0.050,0.252,0.208,0.241,0.026,0.471
40.139,40.225,41.667,0.219,0.240,0.211,0.188,0.218,-0.044,0.442,0.376,0.400,0.020,0.419
40.772,40.782,42.061,0.207,0.201,0.202,0.183,0.183,-0.049,0.639,0.556,0.725,0.042,0.393
41.078,40.594,41.223,0.356,0.390,0.343,0.316,0.327,-0.089,0.639,0.556,0.725,0.064,0.366
40.158,40.722,40.910,0.225,0.207,0.209,0.212,0.207,-0.044,0.669,0.619,0.657,0.064,0.345
40.434,40.268,39.651,0.342,0.472,0.430,0.271,0.366,-0.107,0.669,0.619,0.658,0.059,0.323
40.330,40.997,42.003,0.211,0.286,0.235,0.212,0.251,-0.060,0.758,0.716,0.818,0.031,0.302
40.956,41.329,41.293,0.155,0.146,0.213,0.164,0.162,-0.058,0.758,0.716,0.819,0.025,0.286
40.825,39.794,40.502,0.209,0.300,0.214,0.233,0.254,-0.075,0.638,0.606,0.587,0.061,0.269
39.175,39.027,38.876,0.456,0.461,0.247,0.342,0.347,-0.068,0.773,0.775,0.767,0.072,0.256
40.255,41.311,42.443,0.205,0.181,0.216,0.202,0.213,-0.036,0.773,0.775,0.768,0.044,0.246
40.179,40.128,42.458,0.220,0.211,0.205,0.209,0.208,-0.024,0.829,0.853,0.888,0.017,0.239
41.923,42.341,44.357,0.192,0.171,0.126,0.195,0.190,-0.022,0.829,0.852,0.887,0.076,0.233
40.486,40.705,41.629,0.210,0.310,0.262,0.186,0.279,-0.041,0.594,0.588,0.430,0.035,0.232
39.670,40.309,41.989,0.276,0.332,0.317,0.237,0.314,-0.065,0.594,0.587,0.429,0.011,0.233
40.007,39.030,40.029,0.306,0.414,0.413,0.286,0.354,-0.107,0.504,0.429,0.370,0.002,0.239
38.484,37.002,38.837,0.478,0.530,0.456,0.378,0.403,-0.115,0.504,0.429,0.370,0.024,0.245
41.336,40.876,42.420,0.198,0.199,0.273,0.190,0.203,-0.059,0.426,0.380,0.385,0.047,0.256
40.874,41.770,43.952,0.249,0.220,0.287,0.254,0.241,-0.057,0.425,0.380,0.385,0.072,0.271
41.688,42.413,44.718,0.212,0.200,0.246,0.277,0.278,-0.035,0.292,0.273,0.229,0.095,0.288
40.606,40.740,45.086,0.220,0.286,0.235,0.258,0.292,-0.037,0.292,0.273,0.228,0.118,0.304
40.367,40.931,43.967,0.214,0.233,0.150,0.228,0.286,-0.021,0.225,0.194,0.133,0.142,0.324
40.562,40.065,44.689,0.261,0.240,0.303,0.256,0.268,-0.056,0.225,0.194,0.132,0.165,0.346
36.980,36.298,39.300,0.457,0.519,0.356,0.379,0.399,-0.071,0.150,0.104,0.101,0.199,0.367
36.531,37.086,41.219,0.525,0.409,0.321,0.397,0.364,-0.073,0.149,0.104,0.101,0.235,0.393
41.438,39.927,42.819,0.250,0.198,0.218,0.307,0.276,-0.016,0.118,0.079,0.093,0.273,0.420
43.983,40.736,43.947,0.211,0.204,0.376,0.290,0.278,-0.073,0.118,0.079,0.093,0.306,0.443
42.066,39.081,43.926,0.267,0.299,0.302,0.291,0.313,-0.039,0.116,0.074,0.087,0.344,0.472
41.100,39.335,43.951,0.335,0.229,0.246,0.344,0.288,-0.033,0.116,0.074,0.087,0.387,0.502
41.534,37.810,42.029,0.236,0.237,0.202,0.291,0.285,-0.009,0.102,0.066,0.070,0.438,0.533
39.937,37.413,42.816,0.383,0.265,0.198,0.349,0.282,-0.013,0.107,0.069,0.072,0.488,0.559
41.602,40.233,45.093,0.340,0.187,0.178,0.328,0.262,0.005,0.038,0.033,0.036,0.404,0.824
44.351,41.614,46.208,0.216,0.218,0.310,0.288,0.295,-0.046,0.015,0.013,0.022,0.357,0.790
41.717,39.510,42.815,0.143,0.120,0.185,0.118,0.091,-0.041,0.046,0.034,0.046,0.313,0.757
42.650,40.306,42.040,0.190,0.228,0.189,0.274,0.276,-0.005,0.046,0.034,0.046,0.266,0.729
41.997,39.663,43.581,0.224,0.225,0.287,0.300,0.282,-0.063,0.110,0.072,0.085,0.221,0.696
42.945,41.524,42.815,0.210,0.208,0.200,0.289,0.276,-0.014,0.110,0.072,0.085,0.185,0.664
41.111,40.080,41.982,0.339,0.454,0.373,0.307,0.363,-0.082,0.199,0.141,0.100,0.149,0.637
40.784,39.955,41.658,0.209,0.243,0.239,0.255,0.277,-0.040,0.199,0.141,0.100,0.113,0.606
41.186,41.740,45.097,0.288,0.238,0.175,0.304,0.279,-0.007,0.281,0.233,0.136,0.077,0.575
42.283,40.163,43.187,0.192,0.406,0.256,0.231,0.377,-0.038,0.282,0.233,0.136,0.044,0.544
43.183,42.762,44.349,0.180,0.184,0.173,0.216,0.204,-0.009,0.385,0.351,0.306,0.006,0.520
42.038,41.130,42.771,0.256,0.272,0.338,0.268,0.283,-0.071,0.385,0.351,0.306,0.017,0.491
40.008,40.517,41.608,0.144,0.210,0.392,0.157,0.159,-0.094,0.447,0.371,0.311,0.053,0.464
40.578,40.935,42.019,0.252,0.276,0.318,0.247,0.283,-0.079,0.447,0.371,0.311,0.079,0.442
40.778,40.346,42.791,0.154,0.256,0.271,0.149,0.236,-0.063,0.390,0.309,0.271,0.103,0.415
40.165,41.033,41.277,0.319,0.324,0.284,0.282,0.323,-0.050,0.391,0.310,0.272,0.124,0.390
40.818,41.221,40.895,0.203,0.227,0.237,0.208,0.240,-0.045,0.548,0.438,0.550,0.128,0.370
40.784,42.393,38.429,0.260,0.202,0.364,0.286,0.282,-0.084,0.548,0.438,0.550,0.099,0.349
40.433,40.132,41.249,0.171,0.207,0.284,0.186,0.236,-0.063,0.460,0.366,0.506,0.026,0.328
40.430,39.584,39.293,0.428,0.414,0.352,0.329,0.313,-0.094,0.459,0.365,0.505,0.030,0.314
41.351,41.452,43.176,0.246,0.272,0.302,0.245,0.273,-0.063,0.303,0.251,0.297,0.103,0.298
40.398,39.536,40.851,0.203,0.392,0.281,0.212,0.322,-0.077,0.506,0.479,0.483,0.105,0.285
40.878,39.434,41.636,0.306,0.390,0.216,0.316,0.358,-0.029,0.506,0.479,0.483,0.039,0.277
41.785,41.736,43.956,0.170,0.176,0.172,0.186,0.184,-0.026,0.690,0.723,0.757,0.025,0.269
41.565,42.362,42.800,0.172,0.175,0.167,0.183,0.184,-0.033,0.690,0.722,0.757,0.098,0.264
40.156,40.450,42.815,0.213,0.226,0.222,0.210,0.216,-0.045,0.503,0.443,0.405,0.095,0.263
39.609,39.864,42.032,0.367,0.346,0.292,0.337,0.332,-0.054,0.502,0.442,0.404,0.070,0.264
39.319,39.121,39.668,0.406,0.424,0.357,0.313,0.333,-0.087,0.469,0.419,0.312,0.047,0.269
39.411,38.850,40.447,0.275,0.262,0.324,0.248,0.240,-0.070,0.469,0.419,0.312,0.025,0.275
40.869,41.499,43.570,0.216,0.214,0.191,0.203,0.229,-0.042,0.400,0.365,0.323,0.000,0.285
40.383,40.922,44.705,0.225,0.290,0.364,0.253,0.291,-0.076,0.400,0.365,0.323,0.011,0.300
41.486,42.349,46.213,0.283,0.258,0.313,0.315,0.307,-0.061,0.266,0.257,0.211,0.035,0.316
40.700,41.073,44.300,0.349,0.396,0.346,0.295,0.317,-0.080,0.266,0.256,0.211,0.057,0.331
39.762,39.916,44.698,0.238,0.218,0.364,0.240,0.222,-0.076,0.230,0.205,0.120,0.081,0.350
39.846,39.859,43.154,0.274,0.312,0.350,0.265,0.307,-0.083,0.229,0.205,0.119,0.109,0.371
39.239,39.233,42.796,0.363,0.323,0.351,0.320,0.300,-0.068,0.168,0.114,0.095,0.143,0.390
39.342,38.964,42.396,0.356,0.374,0.305,0.327,0.341,-0.068,0.168,0.114,0.095,0.180,0.415
38.967,38.062,42.443,0.383,0.302,0.174,0.353,0.310,-0.004,0.146,0.100,0.083,0.217,0.442
40.307,38.823,44.334,0.345,0.253,0.274,0.326,0.293,-0.030,0.119,0.079,0.093,0.251,0.464
42.028,39.235,43.939,0.207,0.308,0.214,0.251,0.315,-0.020,0.116,0.075,0.087,0.291,0.492
42.775,38.000,41.668,0.258,0.249,0.175,0.323,0.287,-0.005,0.116,0.074,0.087,0.340,0.521
43.351,38.554,42.408,0.237,0.212,0.172,0.299,0.280,0.001,0.102,0.066,0.070,0.395,0.551
42.336,38.564,43.955,0.229,0.212,0.202,0.297,0.276,-0.013,0.107,0.071,0.071,0.448,0.576
40.998,39.832,42.027,0.317,0.402,0.197,0.313,0.350,-0.005,0.015,0.013,0.022,0.308,0.805
42.649,41.231,43.563,0.325,0.305,0.270,0.303,0.307,-0.045,0.046,0.033,0.046,0.264,0.772
43.352,41.767,42.809,0.230,0.246,0.229,0.283,0.289,-0.020,0.046,0.034,0.046,0.216,0.745
41.489,40.174,43.964,0.256,0.220,0.175,0.297,0.282,0.002,0.110,0.072,0.085,0.169,0.712
40.941,40.100,43.571,0.291,0.275,0.206,0.279,0.278,-0.011,0.110,0.072,0.085,0.130,0.681
40.543,38.758,41.243,0.260,0.306,0.304,0.254,0.287,-0.057,0.199,0.141,0.100,0.094,0.655
40.852,41.016,42.411,0.291,0.313,0.274,0.279,0.301,-0.047,0.199,0.141,0.100,0.057,0.624
40.776,40.823,42.788,0.232,0.374,0.260,0.222,0.318,-0.062,0.282,0.233,0.136,0.022,0.593
40.731,41.169,41.649,0.247,0.269,0.281,0.258,0.235,-0.053,0.282,0.233,0.136,0.002,0.564
40.965,41.436,44.329,0.197,0.250,0.295,0.183,0.240,-0.062,0.385,0.351,0.306,0.037,0.540
42.172,41.964,43.573,0.240,0.268,0.270,0.236,0.272,-0.062,0.384,0.351,0.306,0.073,0.513
40.351,39.983,41.269,0.293,0.319,0.231,0.271,0.302,-0.033,0.446,0.370,0.310,0.108,0.486
40.375,41.105,42.423,0.229,0.208,0.199,0.226,0.216,-0.032,0.447,0.371,0.311,0.140,0.464
39.691,40.971,44.705,0.310,0.270,0.266,0.303,0.325,-0.037,0.390,0.309,0.270,0.163,0.438
40.309,41.117,41.273,0.334,0.278,0.373,0.288,0.279,-0.086,0.390,0.309,0.271,0.185,0.414
40.847,40.762,41.243,0.219,0.241,0.346,0.254,0.281,-0.068,0.548,0.438,0.550,0.168,0.396
40.400,40.142,41.277,0.166,0.189,0.222,0.176,0.180,-0.057,0.548,0.438,0.550,0.094,0.375
40.404,40.765,40.508,0.163,0.209,0.289,0.188,0.237,-0.065,0.459,0.365,0.505,0.020,0.356
40.805,40.568,40.819,0.378,0.416,0.409,0.313,0.333,-0.104,0.459,0.365,0.505,0.034,0.342
41.611,41.132,40.888,0.300,0.353,0.252,0.313,0.335,-0.038,0.303,0.251,0.297,0.108,0.327
41.445,41.095,45.103,0.274,0.242,0.304,0.264,0.266,-0.046,0.506,0.478,0.482,0.099,0.315
40.210,39.881,43.573,0.223,0.253,0.295,0.227,0.247,-0.057,0.506,0.479,0.483,0.030,0.307
40.439,40.543,42.070,0.135,0.134,0.157,0.164,0.160,-0.040,0.690,0.723,0.757,0.030,0.300
40.402,40.611,42.821,0.194,0.283,0.209,0.190,0.252,-0.050,0.689,0.722,0.757,0.104,0.295
41.050,40.394,43.151,0.264,0.347,0.313,0.263,0.305,-0.063,0.503,0.442,0.405,0.156,0.295
40.550,39.532,43.564,0.264,0.269,0.402,0.263,0.264,-0.081,0.502,0.442,0.404,0.131,0.295
40.460,40.515,43.950,0.317,0.293,0.295,0.318,0.324,-0.046,0.469,0.419,0.312,0.107,0.300
40.355,40.201,43.173,0.287,0.338,0.328,0.277,0.316,-0.059,0.469,0.419,0.312,0.086,0.306
39.999,40.389,41.249,0.216,0.286,0.265,0.220,0.252,-0.063,0.400,0.365,0.323,0.061,0.315
41.084,41.070,43.162,0.166,0.341,0.322,0.185,0.263,-0.073,0.400,0.365,0.323,0.037,0.328
39.916,40.900,43.570,0.171,0.199,0.252,0.187,0.200,-0.049,0.266,0.257,0.211,0.013,0.344
39.202,40.772,46.952,0.223,0.244,0.338,0.231,0.274,-0.047,0.266,0.256,0.211,0.000,0.358
41.044,40.856,45.429,0.233,0.353,0.303,0.243,0.299,-0.058,0.230,0.205,0.119,0.020,0.377
42.945,40.608,46.209,0.227,0.338,0.225,0.296,0.333,-0.029,0.229,0.205,0.119,0.054,0.397
38.151,38.625,45.051,0.399,0.469,0.231,0.326,0.388,-0.025,0.168,0.114,0.095,0.088,0.415
38.965,37.251,39.653,0.339,0.377,0.302,0.327,0.344,-0.057,0.168,0.114,0.095,0.125,0.439
38.206,37.172,40.052,0.495,0.532,0.391,0.363,0.413,-0.086,0.146,0.100,0.083,0.161,0.464
38.677,38.701,41.998,0.349,0.412,0.359,0.328,0.370,-0.081,0.146,0.100,0.083,0.196,0.486
41.147,37.546,43.561,0.265,0.390,0.252,0.311,0.355,-0.047,0.128,0.086,0.081,0.243,0.513
41.135,37.094,41.205,0.282,0.297,0.297,0.267,0.286,-0.061,0.109,0.079,0.063,0.297,0.541
39.874,37.330,41.641,0.394,0.350,0.276,0.348,0.318,-0.060,0.109,0.079,0.063,0.355,0.570
39.949,37.162,41.590,0.344,0.317,0.304,0.308,0.301,-0.067,0.109,0.075,0.069,0.409,0.595
42.875,39.553,40.868,0.224,0.315,0.242,0.228,0.307,-0.029,0.033,0.029,0.032,0.215,0.788
42.520,40.622,41.620,0.363,0.420,0.345,0.326,0.367,-0.079,0.033,0.029,0.032,0.167,0.761
42.082,41.149,43.207,0.293,0.251,0.204,0.316,0.300,-0.026,0.090,0.065,0.034,0.121,0.730
40.427,38.234,42.417,0.349,0.340,0.250,0.329,0.312,-0.039,0.091,0.065,0.034,0.076,0.698
41.181,40.889,42.803,0.203,0.175,0.179,0.269,0.256,-0.010,0.187,0.155,0.065,0.037,0.673
41.753,41.299,42.036,0.268,0.197,0.237,0.248,0.218,-0.037,0.187,0.155,0.065,0.002,0.642
40.942,40.873,43.184,0.339,0.352,0.287,0.322,0.326,-0.061,0.211,0.139,0.134,0.023,0.613
42.060,42.481,43.970,0.228,0.253,0.276,0.267,0.302,-0.045,0.211,0.139,0.134,0.057,0.584
40.050,40.873,41.230,0.184,0.370,0.405,0.208,0.323,-0.109,0.200,0.149,0.160,0.092,0.561
40.399,40.264,42.805,0.320,0.264,0.254,0.293,0.260,-0.048,0.200,0.150,0.160,0.130,0.535
40.353,40.954,43.199,0.225,0.233,0.195,0.246,0.274,-0.023,0.190,0.149,0.168,0.163,0.508
41.403,42.575,43.961,0.181,0.163,0.369,0.214,0.233,-0.077,0.189,0.148,0.168,0.200,0.487
40.478,40.837,43.935,0.308,0.265,0.247,0.315,0.302,-0.048,0.208,0.161,0.209,0.224,0.462
39.941,40.497,40.845,0.342,0.344,0.392,0.293,0.299,-0.090,0.390,0.309,0.271,0.237,0.439
40.769,40.984,40.503,0.227,0.219,0.241,0.227,0.221,-0.045,0.548,0.438,0.549,0.163,0.422
41.092,41.024,42.065,0.162,0.158,0.195,0.185,0.166,-0.048,0.548,0.438,0.550,0.089,0.401
40.271,40.462,40.452,0.252,0.390,0.287,0.243,0.330,-0.070,0.459,0.365,0.504,0.015,0.384
41.901,41.123,42.830,0.337,0.303,0.155,0.317,0.298,-0.011,0.459,0.365,0.505,0.039,0.370
41.052,40.144,44.705,0.381,0.403,0.257,0.352,0.339,-0.035,0.303,0.251,0.296,0.113,0.357
40.633,39.490,40.466,0.345,0.415,0.400,0.299,0.332,-0.104,0.505,0.478,0.482,0.092,0.345
40.865,40.318,43.185,0.191,0.250,0.279,0.210,0.248,-0.056,0.506,0.478,0.482,0.025,0.338
40.564,40.827,42.056,0.174,0.188,0.205,0.176,0.194,-0.035,0.690,0.723,0.757,0.039,0.331
40.104,40.253,40.430,0.215,0.252,0.261,0.203,0.247,-0.075,0.689,0.722,0.756,0.111,0.327
40.880,41.489,45.092,0.171,0.201,0.245,0.252,0.281,-0.033,0.502,0.442,0.405,0.179,0.326
41.751,39.889,43.567,0.233,0.305,0.372,0.297,0.336,-0.089,0.502,0.442,0.404,0.191,0.327
40.255,40.422,42.421,0.217,0.272,0.263,0.233,0.258,-0.059,0.469,0.419,0.311,0.168,0.331
37.776,38.067,39.262,0.483,0.495,0.352,0.375,0.378,-0.094,0.468,0.419,0.311,0.146,0.337
39.119,39.083,42.013,0.349,0.339,0.340,0.275,0.276,-0.079,0.400,0.365,0.323,0.121,0.345
41.854,41.331,41.623,0.264,0.285,0.381,0.275,0.302,-0.092,0.400,0.365,0.323,0.098,0.357
39.618,41.734,46.177,0.304,0.294,0.273,0.280,0.283,-0.045,0.266,0.256,0.211,0.073,0.372
40.465,40.848,43.932,0.220,0.275,0.284,0.220,0.258,-0.053,0.266,0.256,0.211,0.051,0.386
42.393,43.072,46.968,0.215,0.186,0.161,0.277,0.262,-0.007,0.230,0.205,0.119,0.026,0.404
42.262,39.811,43.166,0.249,0.371,0.269,0.279,0.334,-0.043,0.229,0.205,0.119,0.000,0.423
