LST_2024Ex,LST_2014Ex,LST_2005Ex,NDVI_2024Ex,NDVI_2014Ex,NDVI_2004Ex,UI_2024Ex,UI_2014Ex,UI_2004Ex,Normalised_PD_2024,Normalised_PD_2014,Normalised_PD_2004,Normalised_Nonbuiltup_road_2024,Distance_to_Nonbuiltup_CBD
40.990,41.199,42.427,0.240,0.250,0.270,0.245,0.270,-0.039,0.849,0.822,0.885,0.177,0.149
41.232,41.064,42.434,0.161,0.172,0.158,0.184,0.203,-0.012,0.849,0.823,0.885,0.185,0.127
41.488,42.133,43.160,0.357,0.281,0.284,0.279,0.250,-0.056,0.896,0.922,0.932,0.194,0.100
41.287,42.118,42.456,0.178,0.162,0.119,0.172,0.164,-0.013,0.895,0.921,0.932,0.207,0.074
41.768,41.917,41.676,0.189,0.197,0.151,0.202,0.187,-0.016,0.663,0.856,0.901,0.213,0.058
41.068,41.567,41.686,0.145,0.145,0.146,0.154,0.158,-0.019,0.663,0.856,0.901,0.140,0.041
40.924,41.070,41.651,0.154,0.265,0.193,0.187,0.248,-0.031,0.780,0.735,0.786,0.068,0.032
39.755,40.121,40.534,0.132,0.125,0.029,0.224,0.229,-0.028,0.779,0.733,0.784,0.000,0.031
37.797,34.842,31.020,0.002,-0.096,-0.090,-0.051,-0.205,-0.050,0.029,0.031,0.049,0.061,0.033
48.317,46.676,49.923,0.092,0.091,0.045,0.174,0.176,0.023,0.023,0.019,0.040,0.134,0.052
42.432,42.646,47.693,0.260,0.254,0.287,0.296,0.290,-0.040,0.023,0.018,0.040,0.203,0.076
43.934,41.922,44.719,0.191,0.175,0.221,0.267,0.246,-0.008,0.071,0.060,0.063,0.342,0.740
44.952,43.203,46.221,0.223,0.164,0.181,0.292,0.245,0.014,0.064,0.055,0.068,0.317,0.703
44.262,41.431,44.337,0.208,0.240,0.279,0.294,0.281,-0.029,0.064,0.055,0.068,0.293,0.667
41.890,40.495,43.949,0.264,0.337,0.306,0.317,0.341,-0.042,0.074,0.053,0.082,0.269,0.636
44.803,42.209,44.692,0.247,0.266,0.413,0.313,0.301,-0.094,0.074,0.053,0.082,0.242,0.599
44.264,39.298,42.064,0.210,0.328,0.224,0.301,0.326,-0.005,0.106,0.078,0.098,0.213,0.563
41.935,42.240,44.713,0.208,0.200,0.252,0.279,0.268,-0.012,0.153,0.133,0.131,0.182,0.532
42.012,42.514,44.334,0.282,0.273,0.322,0.291,0.280,-0.070,0.154,0.133,0.131,0.149,0.496
43.386,43.581,45.471,0.228,0.289,0.152,0.281,0.306,0.002,0.205,0.164,0.209,0.119,0.459
42.402,41.361,43.559,0.190,0.346,0.287,0.257,0.329,-0.041,0.205,0.164,0.209,0.089,0.423
39.912,41.144,41.636,0.287,0.328,0.161,0.303,0.321,0.002,0.258,0.225,0.310,0.044,0.393
40.701,40.098,42.763,0.329,0.407,0.266,0.275,0.316,-0.079,0.259,0.226,0.311,0.000,0.357
40.437,41.446,41.282,0.190,0.201,0.234,0.189,0.189,-0.045,0.311,0.304,0.387,0.035,0.321
40.067,39.565,40.409,0.256,0.387,0.443,0.229,0.317,-0.127,0.311,0.304,0.387,0.082,0.292
43.883,43.817,46.233,0.135,0.149,0.137,0.150,0.170,-0.004,0.318,0.286,0.430,0.079,0.257
41.021,41.438,43.166,0.288,0.355,0.379,0.254,0.309,-0.093,0.319,0.288,0.431,0.084,0.224
45.494,45.465,45.456,0.157,0.156,0.200,0.141,0.167,-0.022,0.646,0.591,0.726,0.094,0.196
40.871,41.063,40.900,0.148,0.187,0.200,0.172,0.200,-0.029,0.647,0.592,0.727,0.104,0.162
41.223,41.297,42.434,0.162,0.130,0.161,0.171,0.158,-0.019,0.865,0.827,0.918,0.113,0.129
40.760,41.219,41.253,0.138,0.226,0.270,0.166,0.214,-0.056,0.866,0.827,0.919,0.123,0.105
41.580,42.071,41.662,0.115,0.152,0.156,0.131,0.161,-0.018,0.795,0.766,0.847,0.131,0.078
41.129,41.820,42.422,0.165,0.152,0.153,0.154,0.149,-0.028,0.794,0.766,0.847,0.146,0.052
41.341,42.134,42.463,0.132,0.152,0.124,0.130,0.148,-0.019,0.647,0.614,0.702,0.168,0.030
40.967,40.923,41.281,0.270,0.273,0.138,0.231,0.247,-0.019,0.646,0.613,0.700,0.149,0.014
40.884,41.426,42.443,0.171,0.148,0.091,0.162,0.149,-0.020,0.372,0.350,0.411,0.076,0.003
38.189,38.123,37.426,0.133,0.145,-0.003,0.196,0.189,-0.021,0.371,0.349,0.410,0.010,0.000
42.428,40.778,40.554,0.092,0.087,-0.077,0.164,0.170,-0.048,0.302,0.285,0.327,0.053,0.006
43.188,40.054,42.823,0.213,0.190,0.135,0.280,0.251,0.009,0.071,0.060,0.063,0.303,0.735
44.609,42.096,45.469,0.170,0.167,0.185,0.262,0.252,0.018,0.064,0.055,0.068,0.284,0.698
44.812,40.379,44.716,0.239,0.228,0.208,0.319,0.284,-0.006,0.064,0.055,0.068,0.281,0.661
43.072,41.082,44.679,0.235,0.268,0.188,0.294,0.304,0.006,0.074,0.053,0.082,0.290,0.630
44.741,43.180,46.218,0.201,0.165,0.169,0.277,0.253,0.002,0.074,0.053,0.082,0.295,0.593
43.817,41.896,43.181,0.222,0.251,0.196,0.289,0.291,-0.013,0.106,0.078,0.098,0.266,0.556
41.290,42.142,43.971,0.286,0.172,0.263,0.294,0.248,-0.033,0.154,0.133,0.131,0.235,0.525
39.592,40.641,42.024,0.283,0.272,0.271,0.253,0.254,-0.034,0.154,0.134,0.131,0.203,0.488
44.565,43.618,44.349,0.196,0.164,0.151,0.270,0.240,0.015,0.205,0.164,0.209,0.171,0.452
42.606,41.839,44.335,0.215,0.388,0.235,0.264,0.345,-0.033,0.205,0.164,0.210,0.136,0.415
41.392,40.864,42.774,0.280,0.334,0.287,0.238,0.305,-0.041,0.259,0.225,0.310,0.089,0.385
39.824,42.327,44.300,0.251,0.333,0.316,0.221,0.298,-0.064,0.259,0.226,0.311,0.044,0.348
40.293,41.220,41.655,0.287,0.319,0.216,0.263,0.282,-0.034,0.311,0.304,0.387,0.000,0.312
39.802,41.409,41.621,0.253,0.303,0.328,0.242,0.279,-0.074,0.312,0.304,0.388,0.025,0.281
39.015,40.977,41.669,0.274,0.340,0.294,0.289,0.338,-0.050,0.318,0.287,0.431,0.020,0.246
37.597,37.275,37.307,0.373,0.399,0.326,0.302,0.327,-0.068,0.320,0.288,0.432,0.026,0.210
41.313,41.918,42.049,0.221,0.219,0.182,0.259,0.241,-0.004,0.646,0.590,0.726,0.036,0.182
40.452,41.318,42.384,0.332,0.335,0.267,0.258,0.287,-0.058,0.647,0.592,0.727,0.045,0.148
40.807,41.526,41.693,0.117,0.104,0.124,0.138,0.127,-0.012,0.865,0.826,0.918,0.054,0.114
41.595,41.149,41.574,0.196,0.196,0.355,0.232,0.243,-0.086,0.866,0.827,0.919,0.064,0.086
41.389,42.327,42.837,0.129,0.151,0.112,0.139,0.182,-0.001,0.795,0.766,0.847,0.074,0.056
41.292,42.071,41.304,0.117,0.153,0.133,0.139,0.160,-0.030,0.794,0.765,0.846,0.090,0.029
41.169,42.648,43.979,0.183,0.145,0.091,0.172,0.155,-0.002,0.646,0.614,0.701,0.112,0.008
41.021,39.751,42.383,0.286,0.466,0.435,0.291,0.399,-0.125,0.071,0.056,0.080,0.227,0.625
41.925,42.518,45.479,-0.037,0.199,0.183,-0.043,0.266,-0.023,0.072,0.056,0.080,0.238,0.588
43.554,40.899,43.175,0.219,0.252,0.289,0.307,0.289,-0.042,0.106,0.078,0.098,0.226,0.551
41.139,39.614,40.071,0.313,0.384,0.302,0.291,0.306,-0.056,0.243,0.204,0.152,0.202,0.520
42.486,41.477,43.571,0.228,0.254,0.239,0.267,0.286,-0.026,0.243,0.204,0.153,0.171,0.482
43.273,43.273,44.350,0.181,0.160,0.229,0.272,0.252,-0.012,0.301,0.255,0.250,0.141,0.445
44.236,45.332,45.853,0.205,0.167,0.181,0.277,0.242,0.006,0.301,0.256,0.251,0.112,0.408
40.122,41.946,43.586,0.157,0.192,0.213,0.184,0.214,-0.017,0.264,0.239,0.247,0.100,0.377
40.131,41.304,42.424,0.223,0.222,0.280,0.233,0.236,-0.059,0.264,0.240,0.248,0.089,0.341
41.320,42.006,42.803,0.177,0.237,0.224,0.187,0.220,-0.033,0.339,0.370,0.494,0.048,0.304
40.771,41.169,41.623,0.297,0.374,0.376,0.283,0.327,-0.100,0.518,0.458,0.766,0.034,0.237
40.315,40.358,40.487,0.241,0.245,0.263,0.210,0.196,-0.055,0.518,0.459,0.766,0.025,0.201
39.530,39.955,39.273,0.270,0.267,0.346,0.223,0.247,-0.083,0.669,0.564,0.782,0.015,0.170
41.730,42.138,43.586,0.105,0.125,0.118,0.135,0.173,-0.004,0.670,0.565,0.783,0.005,0.135
41.157,41.682,41.256,0.261,0.298,0.169,0.218,0.267,-0.027,0.866,0.826,0.918,0.000,0.100
41.049,41.670,41.678,0.168,0.178,0.142,0.187,0.186,-0.022,0.866,0.827,0.919,0.000,0.072
41.714,42.038,42.064,0.138,0.165,0.119,0.150,0.175,-0.005,0.794,0.766,0.847,0.010,0.039
41.056,41.361,42.829,0.191,0.127,0.235,0.192,0.123,-0.060,0.794,0.766,0.847,0.030,0.008
43.714,41.203,43.191,0.273,0.225,0.280,0.298,0.278,-0.039,0.072,0.056,0.080,0.164,0.622
42.563,42.411,43.956,0.217,0.162,0.198,0.287,0.244,-0.020,0.072,0.056,0.080,0.174,0.585
42.521,41.826,42.782,0.294,0.282,0.310,0.297,0.301,-0.055,0.106,0.078,0.098,0.163,0.547
43.086,42.061,43.949,0.309,0.281,0.341,0.305,0.319,-0.049,0.243,0.204,0.152,0.145,0.516
41.356,41.038,43.567,0.175,0.261,0.263,0.206,0.268,-0.047,0.243,0.204,0.153,0.114,0.479
42.157,41.710,44.342,0.206,0.288,0.292,0.267,0.307,-0.030,0.302,0.256,0.251,0.081,0.441
41.306,44.051,45.099,0.234,0.144,0.193,0.283,0.235,0.003,0.302,0.256,0.251,0.053,0.404
41.462,42.107,44.713,0.156,0.208,0.344,0.184,0.235,-0.057,0.264,0.239,0.247,0.037,0.373
40.703,41.966,44.299,0.304,0.318,0.269,0.255,0.279,-0.050,0.264,0.240,0.248,0.025,0.335
42.671,42.064,42.808,0.214,0.363,0.364,0.268,0.348,-0.074,0.340,0.371,0.494,0.015,0.298
41.379,42.575,43.546,0.295,0.282,0.225,0.228,0.262,-0.045,0.340,0.371,0.495,0.005,0.267
42.136,42.863,44.287,0.392,0.428,0.292,0.283,0.320,-0.065,0.518,0.459,0.767,0.009,0.230
40.348,41.311,40.515,0.127,0.156,0.157,0.148,0.177,-0.019,0.519,0.459,0.767,0.058,0.193
41.390,42.046,42.830,0.119,0.109,0.145,0.131,0.145,-0.023,0.669,0.564,0.783,0.079,0.163
42.388,42.864,45.088,0.199,0.195,0.255,0.225,0.224,-0.050,0.670,0.564,0.783,0.069,0.127
41.357,41.330,41.277,0.203,0.213,0.150,0.186,0.204,-0.029,0.851,0.813,0.945,0.059,0.090
40.835,41.473,41.700,0.093,0.155,0.098,0.105,0.185,-0.008,0.852,0.813,0.946,0.050,0.059
40.760,41.088,40.926,0.212,0.338,0.275,0.215,0.309,-0.045,0.831,0.806,0.940,0.042,0.025
46.495,42.598,45.098,0.194,0.162,0.338,0.279,0.253,-0.046,0.072,0.056,0.080,0.100,0.621
43.600,42.247,45.469,0.194,0.169,0.202,0.282,0.253,0.011,0.072,0.056,0.080,0.111,0.583
41.434,40.793,43.573,0.246,0.192,0.174,0.325,0.282,0.006,0.106,0.078,0.098,0.100,0.546
41.056,41.958,45.061,0.278,0.218,0.421,0.280,0.279,-0.098,0.243,0.204,0.153,0.087,0.514
42.572,41.949,42.400,0.136,0.164,0.235,0.179,0.201,-0.046,0.243,0.204,0.153,0.055,0.477
41.702,41.406,43.535,0.246,0.319,0.385,0.276,0.317,-0.090,0.302,0.256,0.251,0.024,0.439
41.726,42.161,44.682,0.231,0.260,0.307,0.253,0.284,-0.054,0.264,0.239,0.247,0.015,0.370
41.308,41.732,42.800,0.136,0.306,0.307,0.186,0.313,-0.055,0.264,0.239,0.248,0.025,0.333
41.270,41.868,43.163,0.344,0.427,0.305,0.297,0.367,-0.067,0.340,0.371,0.494,0.036,0.295
42.441,42.601,43.580,0.150,0.227,0.202,0.185,0.211,-0.043,0.340,0.371,0.495,0.048,0.264
43.033,43.827,43.959,0.196,0.203,0.270,0.195,0.204,-0.058,0.518,0.459,0.767,0.027,0.226
40.867,41.600,42.390,0.316,0.369,0.402,0.310,0.370,-0.098,0.519,0.459,0.767,0.013,0.189
42.365,43.011,43.214,0.114,0.169,0.199,0.130,0.172,-0.026,0.670,0.564,0.783,0.065,0.157
42.003,39.467,41.639,0.296,0.323,0.253,0.313,0.270,-0.043,0.670,0.564,0.783,0.117,0.120
40.870,41.624,42.454,0.245,0.220,0.117,0.234,0.212,-0.023,0.851,0.813,0.945,0.123,0.082
41.135,41.595,41.314,0.259,0.185,0.125,0.225,0.196,-0.014,0.852,0.813,0.946,0.114,0.052
40.141,40.908,41.617,0.288,0.286,0.326,0.227,0.257,-0.072,0.831,0.806,0.940,0.103,0.016
41.207,39.251,40.434,0.288,0.332,0.363,0.299,0.298,-0.099,0.098,0.069,0.093,0.025,0.652
45.030,41.802,44.686,0.236,0.231,0.208,0.282,0.297,-0.009,0.110,0.075,0.105,0.039,0.621
40.305,38.095,41.263,0.358,0.405,0.338,0.330,0.350,-0.071,0.110,0.075,0.105,0.049,0.583
37.337,37.927,40.825,0.350,0.532,0.396,0.288,0.413,-0.093,0.148,0.110,0.102,0.037,0.546
40.887,41.250,43.171,0.348,0.366,0.425,0.319,0.341,-0.104,0.300,0.261,0.168,0.025,0.514
41.111,40.409,41.248,0.197,0.226,0.333,0.210,0.231,-0.069,0.300,0.261,0.168,0.000,0.477
41.470,42.014,42.830,0.184,0.222,0.228,0.200,0.237,-0.046,0.378,0.329,0.312,0.022,0.439
42.042,42.460,43.930,0.197,0.203,0.269,0.205,0.242,-0.043,0.378,0.329,0.312,0.050,0.401
42.664,43.478,42.780,0.245,0.257,0.295,0.306,0.322,-0.048,0.217,0.172,0.236,0.076,0.370
43.595,42.953,43.560,0.183,0.160,0.186,0.268,0.257,0.009,0.217,0.173,0.236,0.089,0.332
41.147,41.378,42.831,0.204,0.251,0.317,0.246,0.286,-0.073,0.281,0.274,0.334,0.099,0.295
40.290,40.301,42.049,0.189,0.224,0.176,0.209,0.242,-0.029,0.281,0.274,0.334,0.110,0.263
41.795,42.139,42.804,0.171,0.189,0.313,0.190,0.168,-0.067,0.515,0.499,0.752,0.072,0.226
39.647,41.361,42.411,0.337,0.357,0.272,0.275,0.305,-0.052,0.515,0.499,0.752,0.023,0.188
43.182,42.575,44.715,0.129,0.143,0.234,0.149,0.170,-0.053,0.624,0.529,0.775,0.020,0.157
41.628,40.243,46.191,0.265,0.245,0.316,0.274,0.253,-0.050,0.624,0.529,0.775,0.072,0.119
41.460,42.045,43.204,0.137,0.124,0.120,0.157,0.138,-0.016,0.814,0.802,0.832,0.124,0.082
41.459,41.431,42.440,0.161,0.154,0.159,0.167,0.195,-0.019,0.814,0.802,0.832,0.169,0.050
41.329,42.019,42.074,0.138,0.150,0.132,0.137,0.155,-0.013,1.000,0.961,0.980,0.163,0.013
40.600,38.754,43.195,0.255,0.310,0.280,0.288,0.303,-0.045,0.098,0.069,0.082,0.047,0.690
41.789,40.134,42.789,0.294,0.358,0.282,0.321,0.340,-0.037,0.102,0.071,0.091,0.025,0.652
41.337,41.175,43.572,0.366,0.265,0.244,0.351,0.317,-0.048,0.110,0.075,0.105,0.015,0.621
41.478,40.478,43.195,0.239,0.261,0.267,0.266,0.291,-0.029,0.110,0.075,0.105,0.005,0.583
41.502,40.698,42.024,0.219,0.324,0.304,0.240,0.293,-0.042,0.148,0.110,0.102,0.015,0.546
39.762,41.471,43.906,0.357,0.315,0.284,0.316,0.328,-0.046,0.300,0.261,0.168,0.025,0.514
41.832,41.755,44.302,0.260,0.282,0.227,0.268,0.300,-0.011,0.300,0.261,0.168,0.048,0.477
42.567,42.382,44.329,0.143,0.229,0.202,0.178,0.225,-0.035,0.377,0.329,0.312,0.079,0.439
42.251,42.343,43.538,0.353,0.378,0.365,0.324,0.351,-0.082,0.378,0.329,0.312,0.110,0.401
40.863,41.999,42.020,0.451,0.302,0.324,0.382,0.312,-0.056,0.217,0.172,0.236,0.139,0.370
43.236,42.668,44.320,0.274,0.287,0.278,0.299,0.323,-0.034,0.217,0.172,0.236,0.151,0.332
40.509,40.635,41.665,0.284,0.364,0.230,0.307,0.340,-0.034,0.281,0.274,0.333,0.162,0.295
40.708,42.118,42.801,0.202,0.183,0.372,0.211,0.251,-0.099,0.281,0.274,0.334,0.169,0.263
41.113,41.155,41.631,0.285,0.317,0.317,0.275,0.308,-0.065,0.515,0.499,0.752,0.117,0.226
42.364,43.226,44.341,0.264,0.218,0.187,0.231,0.222,-0.012,0.515,0.499,0.752,0.068,0.188
40.736,41.819,43.952,0.133,0.143,0.235,0.165,0.167,-0.050,0.623,0.529,0.775,0.016,0.157
39.529,39.999,42.046,0.121,0.118,0.182,0.086,0.070,-0.047,0.624,0.529,0.775,0.027,0.119
41.063,38.914,37.302,0.207,0.290,0.259,0.190,0.233,-0.070,0.813,0.802,0.832,0.075,0.082
41.185,41.779,41.691,0.150,0.167,0.119,0.163,0.165,-0.009,0.814,0.802,0.832,0.134,0.050
41.379,41.813,42.060,0.221,0.223,0.172,0.211,0.227,-0.032,1.000,0.961,0.980,0.201,0.013
41.593,37.789,40.485,0.213,0.347,0.279,0.261,0.323,-0.036,0.093,0.058,0.074,0.340,0.835
43.466,37.347,41.659,0.214,0.347,0.451,0.274,0.328,-0.121,0.093,0.058,0.074,0.270,0.797
42.622,39.936,43.169,0.324,0.235,0.235,0.324,0.262,-0.081,0.096,0.066,0.079,0.207,0.759
41.379,38.024,42.038,0.276,0.300,0.284,0.238,0.298,-0.041,0.096,0.066,0.079,0.145,0.728
42.064,38.540,40.074,0.314,0.350,0.401,0.304,0.343,-0.092,0.099,0.070,0.079,0.101,0.690
40.427,37.921,41.224,0.306,0.386,0.276,0.298,0.338,-0.046,0.099,0.070,0.079,0.089,0.653
40.088,38.766,42.009,0.426,0.338,0.197,0.362,0.331,-0.019,0.104,0.072,0.098,0.075,0.621
40.684,38.907,42.425,0.276,0.344,0.190,0.276,0.330,-0.008,0.104,0.072,0.098,0.069,0.584
41.925,39.440,41.639,0.316,0.359,0.350,0.295,0.331,-0.070,0.114,0.080,0.093,0.076,0.546
41.670,42.066,43.156,0.313,0.248,0.324,0.314,0.289,-0.080,0.141,0.117,0.102,0.089,0.515
40.516,39.820,42.056,0.215,0.262,0.235,0.275,0.316,-0.020,0.141,0.117,0.102,0.105,0.477
42.894,42.036,42.061,0.192,0.195,0.251,0.245,0.278,-0.036,0.139,0.110,0.153,0.138,0.440
41.199,40.793,43.579,0.349,0.386,0.232,0.307,0.358,-0.014,0.138,0.110,0.153,0.167,0.402
40.721,41.890,44.722,0.320,0.246,0.223,0.321,0.307,-0.018,0.152,0.106,0.185,0.198,0.371
39.736,40.620,42.784,0.414,0.371,0.352,0.339,0.282,-0.075,0.152,0.106,0.186,0.214,0.333
42.202,41.925,44.711,0.300,0.290,0.287,0.304,0.311,-0.039,0.200,0.168,0.252,0.225,0.296
39.310,40.504,43.576,0.326,0.225,0.289,0.289,0.255,-0.052,0.200,0.168,0.252,0.215,0.265
42.642,43.425,45.845,0.207,0.180,0.162,0.283,0.264,0.004,0.340,0.328,0.454,0.162,0.227
43.909,43.831,42.789,0.148,0.163,0.210,0.192,0.190,-0.026,0.341,0.329,0.454,0.114,0.190
41.849,41.846,42.454,0.213,0.199,0.132,0.217,0.218,-0.020,0.501,0.451,0.521,0.061,0.159
41.211,41.682,42.456,0.135,0.144,0.128,0.118,0.137,-0.017,0.501,0.451,0.521,0.009,0.122
40.710,41.640,42.832,0.153,0.173,0.140,0.166,0.174,-0.025,0.759,0.694,0.748,0.045,0.085
40.446,41.180,42.050,0.289,0.267,0.163,0.242,0.227,-0.030,0.759,0.695,0.749,0.108,0.056
40.571,40.929,42.061,0.184,0.156,0.171,0.171,0.153,-0.027,0.936,0.923,0.912,0.174,0.019
43.848,38.725,43.585,0.206,0.192,0.191,0.286,0.249,-0.015,0.091,0.059,0.075,0.431,0.867
42.296,39.398,43.545,0.308,0.304,0.215,0.286,0.300,-0.018,0.093,0.058,0.074,0.363,0.836
43.978,39.684,43.952,0.260,0.162,0.289,0.293,0.191,-0.047,0.093,0.058,0.074,0.299,0.799
43.443,40.111,43.959,0.242,0.186,0.240,0.293,0.264,-0.019,0.096,0.066,0.079,0.243,0.761
41.902,37.465,41.286,0.289,0.437,0.312,0.307,0.374,-0.056,0.096,0.066,0.079,0.193,0.730
42.677,39.099,42.783,0.334,0.304,0.297,0.301,0.309,-0.053,0.099,0.070,0.079,0.162,0.692
44.604,41.871,43.579,0.201,0.189,0.297,0.238,0.244,-0.055,0.099,0.070,0.079,0.151,0.655
44.819,41.260,43.209,0.197,0.181,0.144,0.279,0.263,0.019,0.104,0.072,0.098,0.139,0.623
42.141,39.652,40.098,0.274,0.365,0.249,0.287,0.338,-0.027,0.113,0.080,0.092,0.133,0.586
42.166,40.122,40.459,0.281,0.338,0.365,0.300,0.342,-0.081,0.113,0.080,0.092,0.139,0.549
39.703,39.371,42.413,0.499,0.328,0.292,0.406,0.312,-0.052,0.140,0.117,0.102,0.152,0.517
41.052,42.120,42.808,0.245,0.231,0.266,0.289,0.292,-0.037,0.140,0.117,0.102,0.165,0.480
41.891,42.386,44.688,0.433,0.350,0.266,0.362,0.332,-0.035,0.138,0.110,0.153,0.196,0.443
41.756,41.922,43.946,0.311,0.403,0.268,0.292,0.337,-0.026,0.138,0.110,0.153,0.224,0.405
42.175,42.160,42.057,0.232,0.200,0.273,0.296,0.280,-0.045,0.152,0.106,0.185,0.256,0.374
41.169,41.140,44.671,0.275,0.335,0.209,0.260,0.322,-0.013,0.152,0.106,0.186,0.278,0.337
42.116,42.622,43.910,0.274,0.269,0.248,0.265,0.298,-0.035,0.200,0.167,0.252,0.288,0.300
41.141,41.120,42.414,0.245,0.264,0.341,0.303,0.311,-0.094,0.200,0.168,0.252,0.260,0.269
40.887,40.551,41.249,0.255,0.318,0.277,0.247,0.285,-0.054,0.340,0.328,0.453,0.208,0.233
40.821,40.847,43.160,0.245,0.316,0.247,0.238,0.283,-0.052,0.340,0.328,0.454,0.159,0.196
40.889,40.165,43.130,0.233,0.449,0.350,0.193,0.350,-0.087,0.501,0.451,0.521,0.103,0.166
39.759,39.467,42.763,0.412,0.464,0.312,0.290,0.351,-0.079,0.501,0.451,0.521,0.037,0.129
38.591,39.507,41.998,0.412,0.421,0.298,0.302,0.328,-0.068,0.758,0.694,0.748,0.017,0.093
38.730,39.573,40.485,0.294,0.282,0.225,0.241,0.239,-0.032,0.759,0.694,0.749,0.081,0.064
41.378,41.252,42.461,0.173,0.148,0.119,0.175,0.153,-0.024,0.936,0.923,0.912,0.135,0.030
40.178,40.585,40.890,0.180,0.210,0.227,0.188,0.201,-0.050,0.935,0.922,0.912,0.181,0.000
38.086,37.106,38.973,0.109,0.123,0.031,0.191,0.209,-0.005,0.597,0.586,0.700,0.147,0.000
43.813,39.636,43.943,0.244,0.249,0.335,0.301,0.278,-0.067,0.088,0.058,0.077,0.396,0.839
43.286,41.217,44.708,0.246,0.189,0.237,0.276,0.268,-0.026,0.088,0.058,0.077,0.337,0.801
42.868,39.683,43.958,0.243,0.268,0.302,0.259,0.294,-0.056,0.101,0.071,0.076,0.289,0.764
43.712,40.417,43.576,0.225,0.228,0.314,0.306,0.284,-0.043,0.101,0.071,0.076,0.249,0.733
43.126,39.251,44.255,0.410,0.422,0.329,0.343,0.359,-0.061,0.085,0.067,0.071,0.225,0.695
42.925,40.350,43.183,0.255,0.257,0.211,0.269,0.282,-0.014,0.085,0.067,0.071,0.214,0.658
41.797,39.833,41.651,0.227,0.223,0.311,0.286,0.279,-0.057,0.073,0.056,0.072,0.202,0.627
41.497,38.632,41.291,0.222,0.199,0.217,0.288,0.266,-0.048,0.075,0.058,0.071,0.197,0.590
39.531,39.892,40.086,0.305,0.373,0.327,0.301,0.345,-0.061,0.075,0.058,0.071,0.203,0.553
38.661,39.478,40.099,0.295,0.298,0.252,0.275,0.285,-0.047,0.100,0.068,0.089,0.215,0.522
42.410,40.407,42.035,0.270,0.278,0.211,0.312,0.313,0.002,0.100,0.068,0.089,0.227,0.485
40.246,41.333,43.150,0.425,0.333,0.330,0.355,0.321,-0.075,0.135,0.083,0.128,0.253,0.448
41.520,40.871,41.642,0.221,0.277,0.283,0.275,0.315,-0.044,0.135,0.083,0.128,0.282,0.411
41.466,42.182,43.559,0.225,0.217,0.297,0.279,0.269,-0.048,0.152,0.106,0.185,0.315,0.380
40.849,40.645,44.331,0.232,0.234,0.319,0.286,0.309,-0.061,0.152,0.106,0.185,0.341,0.344
39.523,38.291,40.903,0.266,0.219,0.255,0.189,0.180,-0.054,0.200,0.167,0.252,0.352,0.307
42.793,42.931,43.202,0.224,0.180,0.186,0.304,0.276,-0.004,0.200,0.168,0.252,0.305,0.277
41.814,40.905,43.551,0.320,0.272,0.228,0.274,0.265,-0.027,0.340,0.328,0.453,0.253,0.240
42.097,42.090,43.969,0.212,0.178,0.191,0.269,0.248,-0.015,0.340,0.328,0.453,0.198,0.204
39.705,39.961,40.833,0.418,0.454,0.331,0.330,0.376,-0.062,0.501,0.451,0.521,0.132,0.174
37.727,38.339,38.471,0.395,0.380,0.390,0.314,0.374,-0.088,0.501,0.451,0.521,0.064,0.140
39.265,37.708,39.306,0.312,0.399,0.276,0.234,0.319,-0.059,0.758,0.693,0.747,0.000,0.106
41.894,42.788,44.349,0.166,0.140,0.181,0.161,0.160,-0.026,0.759,0.694,0.748,0.041,0.078
40.728,40.877,41.678,0.193,0.186,0.194,0.200,0.187,-0.021,0.936,0.922,0.912,0.086,0.047
40.272,40.738,41.610,0.329,0.357,0.284,0.216,0.269,-0.060,0.935,0.922,0.912,0.132,0.016
41.255,41.076,42.088,0.106,0.100,0.083,0.124,0.109,-0.004,0.665,0.660,0.773,0.089,0.016
40.720,40.369,42.088,0.111,0.098,0.062,0.135,0.120,-0.001,0.564,0.552,0.648,0.059,0.048
44.598,41.472,44.724,0.191,0.188,0.235,0.262,0.272,-0.024,0.088,0.058,0.077,0.435,0.843
42.775,40.731,44.326,0.270,0.227,0.319,0.296,0.285,-0.038,0.088,0.058,0.077,0.383,0.805
41.440,38.660,41.621,0.320,0.328,0.321,0.308,0.318,-0.071,0.101,0.071,0.076,0.341,0.768
44.682,38.728,43.575,0.209,0.246,0.292,0.299,0.277,-0.040,0.101,0.071,0.076,0.307,0.737
42.813,40.982,43.563,0.274,0.283,0.221,0.290,0.308,-0.025,0.085,0.067,0.071,0.288,0.700
40.936,39.524,42.423,0.261,0.275,0.264,0.263,0.274,-0.045,0.085,0.067,0.071,0.277,0.663
41.798,40.381,42.325,0.580,0.264,0.176,0.434,0.173,-0.050,0.073,0.056,0.072,0.265,0.632
41.281,37.356,40.855,0.264,0.351,0.338,0.295,0.352,-0.069,0.075,0.058,0.071,0.261,0.595
41.768,39.099,38.891,0.288,0.291,0.339,0.302,0.296,-0.064,0.075,0.058,0.071,0.266,0.558
42.818,41.390,42.800,0.219,0.273,0.322,0.294,0.292,-0.080,0.100,0.068,0.089,0.278,0.528
44.102,43.405,43.973,0.193,0.226,0.193,0.251,0.285,-0.055,0.100,0.068,0.089,0.290,0.491
42.337,43.970,45.840,0.292,0.235,0.235,0.311,0.285,-0.018,0.135,0.083,0.128,0.311,0.455
